Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Category,Income Category
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1004,Female,48,Research Scientist,Married,2132,11539,4,Yes,11,3,80,7,2,5,2,0,1,18 - 30,<5k
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1005,Male,95,Manufacturing Director,Married,13973,4161,3,Yes,18,3,80,22,2,12,11,1,5,41 - 50,10k - 15k
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1006,Male,66,Research Scientist,Married,2684,12127,0,No,17,3,80,3,0,2,1,0,2,31 - 40,<5k
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1007,Male,75,Manufacturing Director,Divorced,10845,24208,6,No,13,3,80,13,3,8,7,0,7,41 - 50,10k - 15k
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1009,Female,41,Manufacturing Director,Divorced,4377,24117,1,No,15,3,80,5,6,4,2,3,2,18 - 30,<5k
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1010,Male,39,Laboratory Technician,Divorced,3743,10074,1,Yes,24,4,80,5,2,4,2,0,2,31 - 40,<5k
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1011,Female,96,Manufacturing Director,Married,4148,11275,1,No,12,3,80,4,1,4,3,0,3,31 - 40,<5k
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1012,Male,73,Research Scientist,Single,1051,13493,1,No,15,3,80,0,2,0,0,0,0,18 - 30,<5k
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1013,Female,56,Manufacturing Director,Married,10739,13943,8,No,11,3,80,22,2,10,7,0,8,51 - 64,10k - 15k
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1014,Female,57,Healthcare Representative,Divorced,10388,6975,1,Yes,11,3,80,16,3,16,10,10,1,31 - 40,10k - 15k
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1015,Female,73,Research Director,Married,11416,17802,0,Yes,12,3,80,9,4,8,7,1,7,18 - 30,10k - 15k
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1016,Female,98,Research Scientist,Single,2600,18275,1,Yes,15,3,80,1,2,1,0,0,0,18 - 30,<5k
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1017,Female,60,Laboratory Technician,Single,2422,25725,0,No,17,3,80,4,3,3,2,1,2,18 - 30,<5k
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1018,Male,32,Manufacturing Director,Married,5472,3334,1,No,12,3,80,8,2,8,7,1,3,18 - 30,5k - 10k
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1019,Male,94,Laboratory Technician,Married,2451,6881,1,No,15,3,80,4,3,4,3,1,1,18 - 30,<5k
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1022,Male,97,Healthcare Representative,Single,4240,13119,2,No,13,3,80,19,0,2,2,2,2,41 - 50,<5k
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1024,Male,78,Healthcare Representative,Single,10999,22245,7,No,14,3,80,27,3,15,11,4,8,41 - 50,10k - 15k
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1025,Female,42,Manufacturing Director,Single,5003,23371,6,No,14,3,80,8,6,2,2,2,1,41 - 50,5k - 10k
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1026,Female,65,Manufacturing Director,Married,12742,7060,1,No,16,3,80,21,3,21,6,11,8,31 - 40,10k - 15k
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1027,Female,47,Manufacturing Director,Married,4227,4658,0,No,18,3,80,4,2,3,2,2,2,18 - 30,<5k
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1028,Male,45,Laboratory Technician,Divorced,3917,9541,1,No,20,4,80,3,4,3,2,1,2,31 - 40,<5k
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1029,Male,90,Manager,Married,18303,7770,6,No,13,3,80,21,3,1,0,0,0,41 - 50,15k+
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1030,Male,64,Laboratory Technician,Married,2380,20165,4,No,18,3,80,8,5,1,0,0,0,41 - 50,<5k
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1032,Female,69,Manufacturing Director,Single,13726,21829,3,Yes,13,3,80,30,4,5,3,4,3,51 - 64,10k - 15k
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1033,Female,61,Healthcare Representative,Married,4777,14382,5,No,15,3,80,15,2,1,0,0,0,31 - 40,<5k
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1034,Male,62,Healthcare Representative,Married,6385,12992,3,Yes,14,3,80,17,3,8,7,6,7,51 - 64,5k - 10k
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1035,Female,55,Research Director,Divorced,19973,20284,1,No,22,4,80,21,3,21,16,5,10,41 - 50,15k+
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1036,Male,42,Sales Executive,Single,6861,4981,8,Yes,12,3,80,19,1,1,0,0,0,31 - 40,5k - 10k
26,Yes,Non-Travel,265,Sales,29,2,Medical,1037,Male,79,Sales Executive,Single,4969,21813,8,No,18,3,80,7,6,2,2,2,2,18 - 30,<5k
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1038,Female,57,Manager,Married,19845,25846,1,No,15,3,80,33,3,32,14,6,9,51 - 64,15k+
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1039,Female,53,Sales Executive,Married,13320,11737,3,Yes,18,3,80,23,2,12,11,11,11,41 - 50,10k - 15k
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1040,Female,95,Sales Executive,Married,6347,24920,0,No,12,3,80,19,3,18,7,0,13,41 - 50,5k - 10k
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1042,Female,43,Laboratory Technician,Single,2743,8269,1,No,16,3,80,18,1,17,13,15,14,31 - 40,<5k
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1043,Female,82,Manufacturing Director,Single,10880,5083,1,Yes,13,3,80,21,2,21,6,2,8,31 - 40,10k - 15k
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1044,Female,88,Sales Representative,Single,2342,21437,0,No,19,3,80,3,2,2,2,2,2,31 - 40,<5k
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1045,Female,90,Manager,Married,17650,5404,3,No,13,3,80,26,4,9,3,1,1,41 - 50,15k+
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1046,Female,69,Laboratory Technician,Single,4025,11135,9,No,12,3,80,10,2,8,7,7,7,31 - 40,<5k
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1047,Male,75,Sales Executive,Divorced,9725,12278,0,No,11,3,80,16,2,15,1,0,9,31 - 40,5k - 10k
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1048,Male,66,Manager,Married,11904,11038,3,Yes,14,3,80,14,1,6,4,0,4,51 - 64,10k - 15k
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1049,Male,36,Human Resources,Single,2177,8318,1,No,16,3,80,6,3,6,3,0,4,41 - 50,<5k
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1050,Female,38,Sales Executive,Married,7525,23537,2,No,12,3,80,30,2,15,7,6,12,51 - 64,5k - 10k
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1052,Male,81,Laboratory Technician,Divorced,4834,7858,7,No,14,3,80,9,3,1,0,0,0,31 - 40,<5k
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1053,Male,57,Research Scientist,Married,2042,15346,6,Yes,14,3,80,6,2,3,2,1,2,18 - 30,<5k
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1055,Female,87,Sales Representative,Married,2220,18410,1,Yes,19,3,80,1,2,1,1,0,0,31 - 40,<5k
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1056,Male,74,Sales Representative,Married,1052,23384,1,No,22,4,80,1,5,1,0,0,0,18 - 30,<5k
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1060,Male,44,Research Scientist,Married,2821,2997,3,No,16,3,80,8,2,2,2,2,2,31 - 40,<5k
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1061,Male,62,Research Director,Married,19237,12853,2,Yes,11,3,80,29,2,8,1,7,7,41 - 50,15k+
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1062,Female,35,Healthcare Representative,Single,4107,13848,3,No,15,3,80,8,3,4,3,0,1,31 - 40,<5k
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1066,Male,74,Sales Executive,Married,8396,22217,1,No,14,3,80,8,3,7,7,7,5,31 - 40,5k - 10k
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1068,Female,66,Research Scientist,Divorced,2007,25265,1,No,13,3,80,5,5,5,3,1,3,18 - 30,<5k
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1069,Male,40,Research Director,Divorced,19627,21445,9,No,17,3,80,23,0,2,2,2,2,41 - 50,15k+
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1070,Female,41,Sales Executive,Married,10686,8392,6,No,11,3,80,13,4,9,4,7,0,51 - 64,10k - 15k
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1071,Female,63,Research Scientist,Married,2942,12154,2,No,19,3,80,18,4,5,4,0,3,51 - 64,<5k
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1073,Female,51,Manufacturing Director,Single,8858,15669,0,No,11,3,80,15,2,14,8,7,8,31 - 40,5k - 10k
55,No,Non-Travel,444,Research & Development,2,1,Medical,1074,Male,40,Manager,Single,16756,17323,7,No,15,3,80,31,3,9,7,6,2,51 - 64,15k+
43,No,Travel_Rarely,415,Sales,25,3,Medical,1076,Male,79,Sales Executive,Divorced,10798,5268,5,No,13,3,80,18,5,1,0,0,0,41 - 50,10k - 15k
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1077,Female,54,Sales Representative,Single,2323,17205,1,Yes,14,3,80,2,3,2,2,0,2,18 - 30,<5k
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1079,Female,36,Laboratory Technician,Single,1416,17258,1,No,13,3,80,1,6,1,0,1,0,18 - 30,<5k
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1080,Female,74,Research Scientist,Divorced,4615,21029,8,Yes,23,4,80,19,2,16,13,1,7,41 - 50,<5k
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1081,Male,34,Research Scientist,Married,2461,10332,9,Yes,12,3,80,18,2,10,0,2,7,51 - 64,<5k
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,Male,72,Healthcare Representative,Single,8722,12355,1,No,12,3,80,10,2,10,7,1,9,18 - 30,5k - 10k
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1083,Male,59,Laboratory Technician,Married,3955,11141,1,No,16,3,80,6,2,5,3,1,3,18 - 30,<5k
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1084,Male,85,Manufacturing Director,Married,9957,9096,0,No,15,3,80,7,1,6,2,0,2,18 - 30,5k - 10k
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1085,Female,43,Research Scientist,Married,3376,18863,1,No,13,3,80,10,3,10,6,0,8,41 - 50,<5k
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,Female,65,Healthcare Representative,Married,8823,24608,0,No,18,3,80,20,4,19,9,1,9,31 - 40,5k - 10k
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092,Male,61,Healthcare Representative,Married,10322,26542,4,No,20,4,80,14,6,11,10,11,1,31 - 40,10k - 15k
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,Male,87,Laboratory Technician,Married,4621,5869,1,No,19,3,80,3,4,3,2,1,2,18 - 30,<5k
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096,Male,65,Manufacturing Director,Married,10976,15813,3,No,18,3,80,23,4,3,2,1,2,51 - 64,10k - 15k
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1097,Female,59,Research Scientist,Single,3660,7909,3,No,13,3,80,10,4,8,7,1,7,18 - 30,<5k
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,Male,91,Human Resources,Married,10482,2326,9,No,14,3,80,24,1,20,6,3,6,41 - 50,10k - 15k
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099,Male,34,Healthcare Representative,Divorced,7119,21214,4,No,15,3,80,9,2,3,2,1,2,31 - 40,5k - 10k
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,Male,86,Sales Executive,Single,9582,10333,0,Yes,22,4,80,9,2,8,7,4,7,31 - 40,5k - 10k
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1101,Female,54,Research Scientist,Single,4508,3129,1,No,22,4,80,14,4,13,7,3,8,31 - 40,<5k
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,Male,50,Laboratory Technician,Divorced,2207,22482,1,No,16,3,80,4,5,4,2,2,2,18 - 30,<5k
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103,Male,45,Healthcare Representative,Single,7756,22266,0,No,17,3,80,7,1,6,2,0,4,31 - 40,5k - 10k
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,Female,88,Sales Executive,Divorced,6694,24223,2,Yes,14,3,80,8,5,1,0,0,0,31 - 40,5k - 10k
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,Male,32,Laboratory Technician,Married,3691,4605,1,Yes,15,3,80,7,3,7,7,5,6,18 - 30,<5k
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,Male,37,Laboratory Technician,Divorced,2377,19373,1,No,20,4,80,1,0,1,1,0,0,18 - 30,<5k
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,Male,55,Research Scientist,Single,2313,2993,4,Yes,20,4,80,5,0,2,2,2,2,31 - 40,<5k
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1109,Male,35,Manager,Married,17665,14399,0,No,17,3,80,23,3,22,6,13,7,41 - 50,15k+
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,Male,45,Laboratory Technician,Divorced,2596,7160,1,No,15,3,80,1,2,1,0,0,0,18 - 30,<5k
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,Male,81,Sales Executive,Single,4728,17251,3,Yes,14,3,80,5,4,0,0,0,0,41 - 50,<5k
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,Female,30,Sales Executive,Married,4302,13401,0,No,17,3,80,4,3,3,2,0,2,31 - 40,<5k
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,Male,40,Research Scientist,Married,2979,22478,3,No,17,3,80,6,2,0,0,0,0,31 - 40,<5k
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1116,Male,35,Manager,Single,16885,16154,2,No,22,4,80,27,3,5,4,2,1,41 - 50,15k+
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,Female,65,Sales Executive,Married,5593,17970,1,No,13,3,80,15,2,15,10,4,12,41 - 50,5k - 10k
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,Male,87,Healthcare Representative,Single,10445,15322,7,No,19,3,80,18,4,8,6,4,0,51 - 64,10k - 15k
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1119,Male,73,Sales Executive,Divorced,8740,5569,0,Yes,14,3,80,9,2,8,7,2,7,31 - 40,5k - 10k
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120,Female,93,Research Scientist,Divorced,2514,26968,4,No,22,4,80,11,1,7,5,1,7,18 - 30,<5k
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1121,Female,93,Manufacturing Director,Divorced,7655,8039,0,No,17,3,80,10,3,9,7,1,7,18 - 30,5k - 10k
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,Male,52,Manager,Married,17465,15596,3,No,12,3,80,23,3,12,9,4,9,41 - 50,15k+
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1125,Male,32,Sales Executive,Single,7351,20619,7,No,16,3,80,10,2,1,0,0,0,31 - 40,5k - 10k
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126,Female,83,Manufacturing Director,Married,10820,11535,8,No,11,3,80,18,1,8,7,0,1,41 - 50,10k - 15k
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127,Male,84,Healthcare Representative,Divorced,12169,13547,7,No,11,3,80,21,4,18,7,11,5,31 - 40,10k - 15k
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,Male,44,Research Director,Single,19626,17544,1,No,14,3,80,21,2,20,7,4,9,31 - 40,15k+
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131,Female,70,Research Scientist,Single,2070,25326,1,Yes,11,3,80,2,6,2,2,2,2,18 - 30,<5k
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,Male,70,Laboratory Technician,Single,6782,8770,9,No,15,3,80,9,2,5,4,0,3,31 - 40,5k - 10k
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,Male,78,Manufacturing Director,Single,7779,23238,2,No,20,4,80,18,0,11,9,0,9,31 - 40,5k - 10k
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,Male,67,Sales Representative,Married,2791,21981,0,No,12,3,80,3,4,2,2,2,2,31 - 40,<5k
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136,Male,67,Research Scientist,Married,3201,19911,0,No,17,3,80,6,2,5,3,0,4,18 - 30,<5k
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137,Male,54,Sales Executive,Divorced,4968,18500,1,No,11,3,80,5,3,5,2,0,2,31 - 40,<5k
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,Male,56,Sales Executive,Married,13120,11879,6,No,17,3,80,22,3,9,8,2,3,41 - 50,10k - 15k
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,Male,95,Manufacturing Director,Single,4033,15834,2,No,11,3,80,5,3,3,2,0,2,31 - 40,<5k
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,Female,61,Research Scientist,Divorced,3291,17940,0,No,14,3,80,8,2,7,5,1,1,18 - 30,<5k
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148,Male,56,Laboratory Technician,Single,4272,9558,4,No,19,3,80,16,3,1,0,0,0,41 - 50,<5k
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150,Male,79,Manufacturing Director,Married,5056,17689,1,Yes,15,3,80,10,2,10,7,1,2,18 - 30,5k - 10k
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,Male,37,Human Resources,Married,2844,6004,1,No,13,3,80,7,2,7,6,5,0,31 - 40,<5k
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154,Male,39,Research Scientist,Divorced,2703,22088,1,Yes,14,3,80,3,2,3,1,0,2,18 - 30,<5k
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156,Male,80,Laboratory Technician,Single,1904,13556,1,No,12,3,80,0,0,0,0,0,0,18 - 30,<5k
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157,Female,77,Sales Executive,Single,8224,18385,0,Yes,17,3,80,6,3,5,2,0,3,31 - 40,5k - 10k
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,Male,46,Laboratory Technician,Married,4766,9051,3,Yes,11,3,80,6,4,1,0,0,0,41 - 50,<5k
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160,Male,72,Laboratory Technician,Married,2610,6233,1,No,12,3,80,2,5,2,2,2,2,31 - 40,<5k
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161,Female,52,Healthcare Representative,Divorced,5731,17171,7,No,13,3,80,9,2,6,2,1,3,31 - 40,5k - 10k
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,Male,55,Research Scientist,Married,2539,7950,1,No,13,3,80,4,0,4,2,2,2,18 - 30,<5k
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,Female,70,Sales Executive,Married,5714,5829,1,No,20,4,80,6,3,6,5,1,3,31 - 40,5k - 10k
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,Male,100,Human Resources,Single,4323,7108,1,No,17,3,80,6,2,5,4,1,4,31 - 40,<5k
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,Female,45,Sales Executive,Married,7336,11162,1,No,13,3,80,11,3,11,8,3,10,18 - 30,5k - 10k
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1166,Female,88,Research Director,Single,13499,13782,9,No,17,3,80,20,3,18,7,2,13,31 - 40,10k - 15k
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,Male,44,Sales Executive,Single,13758,2447,0,Yes,12,3,80,22,2,21,9,13,14,41 - 50,10k - 15k
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,Male,45,Sales Executive,Single,5155,2253,7,No,13,3,80,9,3,6,4,1,5,41 - 50,5k - 10k
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172,Male,58,Laboratory Technician,Married,2258,16340,6,No,12,3,80,10,2,8,0,1,7,31 - 40,<5k
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1173,Male,49,Laboratory Technician,Single,3597,6409,8,No,22,4,80,6,2,4,3,1,2,18 - 30,<5k
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,Female,79,Laboratory Technician,Married,2515,22955,1,Yes,11,3,80,1,4,1,1,0,0,18 - 30,<5k
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,Male,82,Laboratory Technician,Married,4420,13421,1,No,22,4,80,8,2,8,7,0,7,18 - 30,<5k
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,Male,72,Sales Executive,Married,6578,2706,1,No,18,3,80,10,3,10,3,1,4,18 - 30,5k - 10k
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180,Female,92,Research Scientist,Married,4422,21203,3,Yes,13,3,80,16,3,1,1,0,0,31 - 40,<5k
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,Male,44,Manufacturing Director,Divorced,10274,19588,2,No,18,3,80,15,2,7,7,6,4,31 - 40,10k - 15k
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184,Male,97,Healthcare Representative,Single,5343,25755,0,No,20,4,80,14,3,13,9,4,9,31 - 40,5k - 10k
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1185,Male,47,Laboratory Technician,Married,2376,26537,1,No,13,3,80,2,2,2,2,2,2,31 - 40,<5k
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,Female,85,Sales Executive,Single,5346,9489,8,No,13,3,80,7,2,4,3,1,3,41 - 50,5k - 10k
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,Female,76,Sales Representative,Divorced,2827,14947,1,No,12,3,80,1,3,1,0,0,0,31 - 40,<5k
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,Female,92,Manager,Divorced,19943,18575,4,No,13,3,80,28,2,5,2,4,2,51 - 64,15k+
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,Female,54,Laboratory Technician,Married,3131,26342,1,No,13,3,80,10,5,10,8,0,8,18 - 30,<5k
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193,Male,54,Research Scientist,Single,2552,7172,1,No,25,4,80,1,4,1,1,0,0,18 - 30,<5k
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1195,Female,83,Research Scientist,Married,4477,20100,4,Yes,19,3,80,7,2,3,2,0,2,41 - 50,<5k
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196,Female,56,Manufacturing Director,Married,6474,9961,1,No,13,3,80,14,2,14,8,3,11,31 - 40,5k - 10k
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198,Male,87,Laboratory Technician,Single,3033,12828,1,No,12,3,80,2,2,2,2,1,2,18 - 30,<5k
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200,Male,96,Research Scientist,Single,2936,10826,1,Yes,11,3,80,6,4,6,4,0,2,41 - 50,<5k
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,Female,50,Manager,Divorced,18606,18640,3,No,18,3,80,26,6,7,7,4,7,51 - 64,15k+
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,Female,69,Research Scientist,Married,2168,26933,0,Yes,18,3,80,6,2,5,4,1,3,18 - 30,<5k
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203,Male,48,Research Scientist,Married,2853,4223,0,Yes,11,3,80,1,5,0,0,0,0,18 - 30,<5k
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1204,Female,69,Manager,Married,17048,24097,8,No,23,4,80,28,2,26,15,15,9,41 - 50,15k+
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,Male,74,Research Scientist,Single,2290,4279,2,No,13,3,80,6,3,0,0,0,0,41 - 50,<5k
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,Male,99,Human Resources,Married,3600,8429,1,No,13,3,80,5,2,5,4,1,4,31 - 40,<5k
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,Male,95,Research Scientist,Divorced,2107,20293,6,No,17,3,80,5,2,1,0,0,0,41 - 50,<5k
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,Male,61,Sales Executive,Divorced,4115,13192,8,No,19,3,80,8,3,4,3,0,3,18 - 30,<5k
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1212,Male,62,Sales Executive,Married,4327,25440,5,No,12,3,80,5,2,0,0,0,0,31 - 40,<5k
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1215,Female,30,Manager,Married,17856,9490,2,No,22,4,80,32,3,2,2,2,2,41 - 50,15k+
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1216,Male,78,Laboratory Technician,Married,3196,12449,1,No,12,3,80,6,2,6,5,3,3,18 - 30,<5k
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1217,Male,52,Research Director,Married,19081,10849,5,No,11,3,80,25,2,4,2,0,3,41 - 50,15k+
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,Male,94,Sales Executive,Married,8966,21026,3,Yes,15,3,80,15,2,7,7,1,7,31 - 40,5k - 10k
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219,Female,97,Laboratory Technician,Married,2210,3372,1,No,13,3,80,1,3,1,0,0,0,18 - 30,<5k
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1220,Female,82,Sales Executive,Married,4539,4905,1,No,12,3,80,10,3,10,7,0,1,31 - 40,<5k
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1221,Male,60,Laboratory Technician,Divorced,2741,6865,1,No,14,3,80,7,4,7,7,1,7,31 - 40,<5k
